mq2,mq3,mq4,mq6,mq7,mq8,mq9,mq135,humidity,temperature,presence
213,281,404,452,524,483,579,573,25,18.9,0
213,281,404,453,525,483,580,574,25,18.9,0
213,281,404,453,525,483,580,574,25,18.9,0
213,281,404,453,525,483,581,574,25,18.9,0
212,281,404,453,525,484,581,575,25,18.9,0
213,281,405,453,525,484,580,574,25,18.9,0
213,281,404,453,525,483,580,574,25,18.9,0
213,281,404,453,526,484,581,575,25,18.9,0
213,281,404,453,525,484,581,575,25,18.9,0
213,281,405,453,525,484,581,574,25,18.9,0
213,282,404,453,526,483,581,575,25,18.8,0
213,281,404,453,525,484,581,575,25,18.8,0
213,281,404,453,525,484,581,575,25,18.8,0
213,281,404,453,525,484,581,574,25,18.8,0
213,281,404,454,525,483,581,574,25,18.8,0
213,281,404,453,525,484,581,574,25,18.8,0
212,281,404,453,525,484,580,574,25,18.8,0
212,281,404,453,525,484,581,574,25,18.8,0
212,281,404,453,525,484,581,574,25,18.8,0
212,281,404,453,525,483,580,574,25,18.8,0
212,281,404,453,525,483,580,574,24,18.8,0
212,281,404,453,525,484,581,574,24,18.8,0
212,281,404,453,525,484,580,574,24,18.8,0
212,281,404,452,524,484,580,574,24,18.8,0
212,281,404,453,525,484,580,574,24,18.8,0
212,281,404,453,525,484,580,574,24,18.8,0
212,281,404,452,524,483,580,574,24,18.8,0
212,281,404,453,524,483,580,574,24,18.8,0
212,281,404,453,524,484,580,574,24,18.8,0
212,281,404,453,525,484,580,574,24,18.8,0
211,281,404,453,525,483,580,573,25,18.8,0
211,281,404,452,525,484,580,573,25,18.8,0
212,281,404,452,525,484,580,574,25,18.8,0
211,281,404,452,525,484,580,573,25,18.8,0
212,281,403,452,524,484,580,574,25,18.8,0
211,281,404,452,524,483,580,573,25,18.8,0
211,281,404,452,525,483,580,573,25,18.8,0
211,281,403,452,525,483,580,573,25,18.8,0
211,281,404,453,524,484,580,573,25,18.8,0
211,280,403,452,525,483,580,573,25,18.8,0
211,281,404,452,524,484,580,573,24,18.8,0
211,281,404,452,524,484,580,573,24,18.8,0
211,281,403,452,524,484,580,573,24,18.8,0
211,280,404,452,524,483,580,573,24,18.8,0
211,280,404,452,524,483,580,573,24,18.8,0
211,280,403,452,524,484,580,573,24,18.8,0
210,280,403,452,524,483,580,573,24,18.8,0
210,281,403,452,524,484,580,573,24,18.8,0
211,281,403,452,525,484,580,573,24,18.8,0
211,281,404,452,524,483,580,573,24,18.8,0
210,280,403,452,524,484,580,573,24,18.9,0
210,280,403,452,524,484,580,572,24,18.9,0
210,280,403,452,524,484,579,572,24,18.9,0
210,280,403,451,524,484,579,572,24,18.9,0
210,280,403,452,524,483,579,572,24,18.9,0
210,281,403,452,524,483,580,573,24,18.9,0
210,280,403,451,524,483,580,572,24,18.9,0
210,281,403,452,524,483,579,572,24,18.9,0
210,280,403,452,524,484,579,572,24,18.9,0
209,280,403,451,524,484,579,573,24,18.9,0
210,280,403,451,524,483,579,572,24,18.9,0
210,280,403,451,524,484,579,572,24,18.9,0
210,280,403,451,524,484,579,572,24,18.9,0
209,280,403,451,524,483,579,572,24,18.9,0
209,280,403,451,524,483,579,572,24,18.9,0
209,280,403,452,523,483,579,572,24,18.9,0
210,280,403,451,523,483,579,572,24,18.9,0
209,280,403,451,523,483,579,572,24,18.9,0
209,280,403,451,524,484,579,572,24,18.9,0
209,280,403,451,524,484,579,572,24,18.9,0
209,280,403,451,523,483,579,572,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
209,280,403,451,523,483,579,572,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
209,280,403,451,524,483,579,572,24,18.9,0
209,280,403,451,523,483,579,572,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
209,280,402,450,523,483,579,571,24,18.9,0
209,280,402,450,524,484,579,571,24,18.9,0
208,280,403,451,523,483,579,571,24,18.9,0
208,280,402,451,523,483,579,571,24,18.9,0
209,280,402,450,523,483,578,571,24,18.9,0
209,280,403,451,523,483,579,571,24,18.9,0
208,280,403,451,523,483,578,571,24,18.9,0
208,280,403,451,523,483,579,571,24,18.9,0
208,280,402,450,523,483,578,571,24,18.9,0
208,280,403,451,523,483,578,571,24,18.9,0
208,280,402,450,523,484,579,571,24,18.9,0
208,280,402,451,523,483,579,571,24,18.9,0
208,280,402,450,523,483,579,571,24,18.9,0
208,280,403,450,523,483,578,571,24,18.9,0
208,280,402,450,523,483,579,571,24,18.9,0
208,280,402,450,523,483,578,571,24,18.9,0
208,280,402,450,523,483,578,570,24,18.9,0
208,280,402,450,523,483,578,570,24,18.9,0
208,280,402,450,523,483,578,571,24,18.9,0
207,280,402,450,523,483,578,571,24,18.9,0
207,280,402,450,523,483,578,570,24,18.9,0
207,280,402,450,522,484,578,571,24,18.9,0
208,280,402,450,523,483,578,570,24,18.9,0
207,279,402,450,522,483,578,570,24,18.9,0
207,280,402,450,523,483,578,570,24,18.9,0
208,280,402,450,522,483,578,570,24,18.9,0
207,280,402,450,522,483,578,570,24,18.9,0
207,279,402,450,523,483,578,570,24,18.9,0
207,280,402,450,522,483,578,570,24,18.9,0
207,280,402,450,522,483,577,570,24,18.9,0
207,280,402,450,523,483,578,570,24,18.9,0
206,280,402,450,522,483,578,570,24,18.9,0
207,280,402,450,523,483,578,570,24,18.9,0
207,280,402,450,522,483,578,570,24,18.9,0
207,280,402,450,522,483,578,570,24,18.9,0
207,280,402,449,523,483,578,569,24,18.9,0
206,280,401,449,522,483,578,569,24,18.9,0
206,279,402,450,522,483,578,570,24,18.9,0
207,280,402,450,522,483,578,570,24,18.9,0
206,280,402,450,522,483,577,570,24,18.9,0
206,280,402,450,522,483,577,569,24,18.9,0
207,280,402,449,522,483,578,569,24,18.9,0
206,279,402,449,522,483,577,569,24,18.9,0
206,279,402,449,522,483,577,569,24,18.9,0
206,280,402,449,522,483,577,570,24,18.9,0
206,280,402,450,522,483,577,569,24,18.9,0
206,279,401,449,522,483,577,569,24,18.9,0
206,280,402,449,522,483,577,570,24,18.9,0
206,279,401,449,522,483,578,569,24,18.9,0
206,280,401,449,522,483,577,569,24,18.9,0
206,279,402,449,522,483,577,569,24,18.9,0
206,279,401,449,522,483,577,569,24,18.9,0
205,279,402,449,522,483,577,569,24,18.9,0
206,280,401,449,522,483,577,569,24,18.9,0
206,279,402,449,522,483,577,569,24,18.9,0
206,279,402,449,522,483,577,569,24,18.9,0
206,280,401,449,522,483,577,569,24,18.9,0
206,279,401,449,522,483,577,569,24,18.9,0
206,279,402,449,522,483,578,569,24,18.9,0
205,279,402,449,522,483,577,569,24,18.9,0
206,279,401,449,522,483,577,569,24,18.9,0
205,279,401,449,522,483,577,569,24,18.9,0
205,279,401,449,522,483,577,569,24,18.9,0
205,279,401,449,522,483,577,569,24,18.9,0
205,279,401,449,522,483,577,568,24,18.9,0
205,280,401,449,521,483,577,569,24,18.9,0
205,279,401,449,522,483,577,569,24,18.9,0
205,279,401,449,521,483,577,568,24,18.9,0
205,279,401,448,522,483,577,569,24,18.9,0
205,279,402,449,522,483,577,569,24,18.9,0
205,279,401,449,521,483,577,568,24,18.9,0
205,279,401,449,521,483,577,568,24,18.9,0
205,279,401,448,522,483,577,568,24,18.9,0
204,279,401,448,521,483,577,568,24,18.9,0
204,279,401,448,521,483,577,568,24,18.9,0
204,279,401,449,521,483,577,568,24,18.9,0
204,279,401,448,521,483,577,568,24,18.9,0
203,279,400,448,521,483,577,568,24,18.9,0
204,278,400,447,521,483,577,568,24,18.9,0
203,278,400,447,521,483,577,568,24,18.9,0
203,278,400,447,521,483,577,568,24,18.9,0
203,278,400,447,521,483,576,568,24,18.9,0
203,278,400,447,521,483,576,568,24,18.9,0
203,278,400,447,521,483,577,567,24,18.9,0
203,278,400,447,521,483,576,567,24,18.9,0
203,278,399,447,521,483,576,567,24,18.9,0
203,278,399,447,521,483,576,568,24,18.9,0
202,278,400,447,521,483,576,567,24,18.9,0
203,278,399,447,521,483,576,567,24,18.9,0
203,278,400,447,521,483,576,567,24,18.9,0
203,278,399,447,521,482,576,567,24,18.9,0
202,278,400,446,521,483,576,568,24,18.9,0
202,278,400,447,521,483,576,567,24,18.9,0
202,278,400,446,521,483,576,567,24,18.9,0
202,278,399,446,521,482,576,567,24,18.9,0
202,278,399,446,521,483,576,567,24,18.9,0
202,278,399,446,521,482,576,567,24,18.9,0
202,278,399,446,521,482,576,567,24,18.9,0
202,278,399,447,520,483,576,567,24,18.9,0
202,278,399,446,521,482,576,567,24,18.9,0
202,278,399,447,520,483,576,567,24,18.9,0
202,278,399,447,520,483,576,567,24,18.9,0
202,278,399,446,521,482,576,567,24,18.9,0
201,278,399,446,520,482,576,567,24,18.9,0
201,278,399,446,521,483,575,566,24,18.9,0
202,278,399,446,521,482,576,567,24,18.9,0
201,278,399,446,520,482,576,566,24,18.9,0
201,278,399,446,520,482,576,567,24,18.9,0
201,278,399,446,520,483,576,567,24,18.9,0
201,278,399,446,521,483,576,566,24,18.9,0
201,278,399,447,521,483,576,566,24,18.9,0
201,278,399,446,521,482,575,566,24,18.9,0
200,278,399,446,520,483,576,567,24,18.9,0
201,278,399,446,520,483,576,566,24,18.9,0
201,278,399,446,520,483,575,566,24,18.9,0
201,277,399,445,520,483,575,566,24,18.9,0
201,278,399,446,520,483,575,566,24,18.9,0
200,278,399,446,520,483,575,566,24,18.9,0
200,277,399,445,520,483,575,566,24,18.9,0
200,277,399,445,520,482,575,566,24,18.9,0
200,277,398,446,520,483,575,566,24,18.9,0
200,277,399,445,520,483,575,566,24,18.9,0
200,277,399,446,520,482,575,566,24,18.9,0
200,278,399,446,520,483,575,566,24,18.9,0
200,277,399,445,520,482,575,566,24,18.9,0
200,278,399,445,520,482,575,565,24,18.9,0
200,277,399,445,520,482,576,566,24,18.9,0
200,278,399,446,520,483,575,566,24,18.9,0
200,277,398,445,520,482,575,566,24,18.9,0
200,278,399,445,520,482,575,565,24,18.9,0
200,277,399,446,520,482,575,565,24,18.9,0
200,278,398,446,520,482,575,566,24,18.9,0
200,277,399,445,520,482,575,566,24,18.9,0
200,277,399,445,520,482,575,565,24,18.9,0
199,278,398,445,519,482,575,565,24,18.9,0
199,277,398,445,520,482,575,565,24,18.9,0
199,277,398,445,519,482,575,565,24,18.9,0
199,277,398,445,519,482,575,565,24,18.9,0
200,277,398,445,520,483,575,565,24,18.9,0
199,277,398,445,519,482,575,565,24,18.9,0
199,277,398,445,519,482,575,565,24,18.9,0
199,277,398,445,520,483,575,565,24,18.9,0
199,277,398,445,521,483,576,567,24,18.9,0
199,277,399,445,522,485,577,568,24,18.9,0
199,277,398,445,522,485,577,568,24,18.9,0
199,277,398,445,520,483,576,566,24,18.9,0
199,277,398,445,521,484,577,567,24,18.9,0
198,277,399,445,521,484,577,567,24,18.9,0
199,277,398,445,521,484,576,567,24,18.9,0
198,277,398,445,521,484,577,566,24,18.9,0
198,277,398,445,521,484,576,566,24,18.9,0
198,277,399,445,521,483,576,566,24,18.9,0
198,277,398,445,520,484,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,445,521,484,576,566,24,18.9,0
198,277,398,445,520,484,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,444,520,484,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,444,520,483,575,565,24,18.9,0
198,277,398,444,520,483,576,566,24,18.9,0
198,277,398,445,520,483,576,566,24,18.9,0
198,277,398,444,520,483,575,565,24,18.9,0
198,277,398,444,520,483,576,565,24,18.9,0
198,277,398,445,520,483,576,565,24,18.9,0
197,277,398,444,520,483,575,565,24,18.9,0
198,277,398,444,520,483,575,565,24,18.9,0
197,277,397,444,520,483,575,565,24,19,0
198,277,398,444,520,483,575,565,24,19,0
198,277,398,444,520,483,575,565,24,19,0
197,277,398,444,520,483,575,565,24,19,0
197,277,397,444,520,483,575,565,24,19,0
197,277,398,444,520,483,575,565,24,19,0
197,277,397,444,520,483,575,565,24,19,0
197,277,398,444,519,483,575,565,24,19,0
197,277,397,444,520,483,575,565,24,19,0
197,276,398,444,519,483,575,565,24,19,0
197,277,398,444,519,483,575,564,24,18.9,0
197,277,397,444,520,483,575,565,24,18.9,0
197,277,398,444,520,483,575,565,24,18.9,0
197,277,398,444,519,483,575,564,24,18.9,0
197,277,397,444,520,483,575,565,24,18.9,0
197,277,397,444,520,483,575,565,24,18.9,0
197,277,397,444,520,483,575,565,24,18.9,0
197,277,397,444,519,483,575,564,24,18.9,0
196,277,397,444,519,483,575,564,24,18.9,0
196,277,397,444,519,483,575,564,24,18.9,0
196,276,397,444,519,483,575,564,24,19,0
196,277,397,444,519,483,575,564,24,19,0
196,277,397,444,519,483,575,564,24,19,0
196,277,397,443,520,483,575,564,24,19,0
196,277,397,444,519,483,575,564,24,19,0
196,277,397,444,519,483,574,564,24,19,0
196,276,397,443,519,483,575,564,24,19,0
196,276,397,444,519,483,575,564,24,19,0
196,276,397,443,519,483,575,564,24,19,0
196,277,397,443,519,483,575,564,24,19,0
196,276,397,444,519,483,575,564,24,19,0
196,276,397,444,519,483,575,564,24,19,0
196,276,397,444,519,483,574,564,24,19,0
196,276,397,443,519,483,575,564,24,19,0
195,276,397,443,519,483,574,564,24,19,0
196,276,397,443,519,483,574,564,24,19,0
196,276,397,443,519,483,574,563,24,19,0
196,277,397,443,519,483,574,563,24,19,0
196,276,397,443,519,483,574,564,24,19,0
195,277,397,443,519,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
196,276,397,443,519,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
195,276,397,443,518,482,574,564,24,19,0
195,276,397,443,519,483,575,564,24,19,0
195,276,396,443,518,483,574,563,24,19,0
195,276,397,443,518,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
194,276,397,443,518,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
195,276,397,443,518,483,574,563,24,19,0
195,276,396,443,518,483,574,563,24,19,0
195,276,397,443,519,483,574,563,24,19,0
194,276,396,443,519,483,574,563,24,19,0
195,276,397,443,518,483,574,563,24,19,0
195,276,397,443,518,483,574,563,24,19,0
194,276,397,443,519,483,574,563,24,19,0
194,276,396,442,518,482,574,563,24,19,0
194,276,396,443,518,483,574,563,24,19,0
194,276,396,442,518,482,573,562,24,19,0
194,276,397,443,518,482,574,563,24,19,0
194,276,397,443,519,482,574,563,24,19,0
194,276,396,442,518,483,574,562,24,19,0
194,276,397,442,518,483,574,562,24,19,0
194,276,397,442,518,483,573,562,24,19,0
194,276,396,443,518,483,573,562,24,19,0
194,276,396,442,518,483,574,562,24,19,0
194,276,396,443,519,483,574,563,24,19,0
193,276,396,442,518,482,574,562,24,19,0
194,276,396,442,518,482,573,562,24,19,0
194,276,396,442,518,483,573,562,24,19,0
194,276,396,442,518,483,573,562,24,19,0
194,276,396,442,518,483,573,562,24,19,0
194,276,396,443,518,482,573,562,24,19,0
194,276,397,442,518,483,573,562,24,19,0
194,276,396,443,518,482,573,562,24,19,0
194,276,396,442,518,482,573,562,24,19,0
193,276,396,442,517,482,573,562,24,19,0
193,276,396,442,518,482,573,562,24,19,0
193,276,396,442,518,482,573,561,24,19,0
193,276,396,442,518,482,573,562,24,19,0
193,276,396,442,518,482,573,562,24,19,0
194,276,396,442,518,483,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
194,276,396,442,518,482,573,561,24,19,0
193,276,396,442,518,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,482,573,561,24,19,0
193,276,396,442,517,483,573,561,24,19,0
192,276,396,442,517,483,573,561,24,19,0
192,276,396,442,517,482,572,561,24,19,0
192,276,396,442,517,482,573,561,24,19,0
192,276,396,442,517,482,573,561,24,19,0
193,275,396,442,517,482,573,561,24,19,0
193,275,396,441,517,482,573,561,24,19,0
192,275,396,441,517,482,573,561,24,19,0
192,276,396,442,517,482,572,561,24,19,0
192,276,396,441,517,482,573,561,24,19,0
192,276,396,441,517,482,572,561,24,19,0
192,275,395,442,517,482,573,561,24,19,0
192,276,395,441,517,482,572,561,24,19,0
192,275,396,442,517,482,572,560,24,19,0
192,276,396,442,517,482,573,561,24,19,0
192,276,396,441,517,482,572,561,24,19,0
192,275,396,441,517,482,572,560,24,19,0
192,275,395,441,517,482,572,561,24,19,0
192,275,396,441,517,482,572,561,24,19,0
192,275,395,441,517,482,572,560,24,19,0
192,275,395,441,517,482,572,560,24,19,0
191,276,395,441,517,482,572,561,24,19,0
192,275,395,441,517,482,572,560,24,19,0
191,275,396,441,517,482,572,560,24,19,0
191,275,395,441,516,482,572,560,24,19,0
192,275,395,441,516,482,572,560,24,19,0
192,275,395,441,517,482,572,560,24,19,0
191,275,395,441,517,482,572,560,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,275,395,441,517,482,572,560,24,19,0
191,275,395,441,517,482,572,560,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,275,395,441,516,482,571,559,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,276,395,441,516,482,572,560,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,275,395,441,517,482,572,560,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,275,395,441,516,482,571,559,24,19,0
191,275,395,441,516,482,572,559,24,19,0
191,275,395,441,516,482,571,559,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,275,395,441,516,482,572,560,24,19,0
191,275,395,441,516,482,571,560,24,19,0
191,275,396,441,516,481,572,559,24,19,0
190,275,395,441,516,481,571,559,24,19,0
190,275,394,441,516,482,571,559,24,19,0
191,275,395,440,516,482,571,559,24,19,0
191,275,395,441,516,481,571,559,24,19,0
190,275,395,441,516,481,571,559,24,19,0
191,275,395,440,516,481,571,559,24,19,0
190,275,395,440,516,482,571,559,24,19,0
190,275,395,440,516,481,571,559,24,19,0
190,275,395,440,516,482,571,559,24,19,0
190,275,395,440,516,481,571,559,24,19,0
190,275,395,441,516,482,571,559,24,19,0
190,275,395,441,515,481,571,559,24,19,0
190,275,395,441,516,482,571,559,24,19,0
190,275,395,440,516,482,571,559,24,19,0
190,275,395,441,516,481,571,559,24,19,0
190,275,394,441,516,481,571,559,24,19,0
190,275,395,440,515,482,571,559,24,19,0
190,275,395,440,515,481,571,559,24,19,0
190,275,395,440,515,481,571,559,24,19,0
190,275,395,441,515,481,571,559,24,19,0
189,275,395,440,515,482,571,558,24,19,0
190,275,395,440,515,481,571,559,24,19,0
190,275,394,440,516,481,571,559,24,19,0
190,274,395,440,515,481,571,558,24,19,0
190,275,395,440,515,481,570,558,24,19,0
190,274,394,440,515,482,571,558,24,19,0
189,275,394,440,516,481,571,558,24,19,0
190,275,394,440,515,481,570,558,24,19,0
189,275,394,440,515,481,570,558,24,19,0
189,275,394,440,515,481,570,558,24,19,0
189,275,394,440,515,481,570,558,24,19,0
189,275,394,440,515,481,570,558,24,19,0
189,275,394,440,515,481,571,558,24,19,0
189,275,394,440,515,481,570,558,24,19,0
189,274,395,440,515,481,570,558,24,19,0
189,275,395,440,515,481,570,558,24,19,0
189,275,395,440,515,481,570,558,24,19,0
189,275,394,440,515,481,570,558,24,19,0
188,275,394,440,515,481,570,558,24,19,0
189,275,394,440,515,481,570,557,24,19,0
189,275,394,440,514,481,569,557,24,19,0
188,274,394,439,515,481,570,558,24,19,0
188,274,394,440,515,481,570,558,24,19,0
188,275,394,440,515,481,570,557,24,19,0
189,275,395,440,515,481,570,557,24,19,0
188,275,394,440,515,481,570,557,24,19,0
188,274,394,439,515,481,570,558,24,19,0
189,274,394,439,514,481,570,557,24,19,0
188,274,394,440,515,481,570,557,24,19,0
188,275,394,439,514,481,570,557,24,19,0
189,275,394,439,515,481,570,557,24,19,0
188,275,394,439,515,481,570,557,24,19,0
188,275,394,439,514,481,570,557,24,19,0
188,275,394,439,515,481,570,557,24,19,0
188,274,394,439,514,481,570,557,24,19,0
188,274,394,439,514,481,569,557,24,19,0
188,274,394,439,515,481,569,557,24,19,0
188,274,394,439,515,481,569,557,24,19,0
188,274,394,439,514,481,569,557,24,19,0
188,274,394,439,514,481,570,557,24,19,0
188,274,394,439,514,481,569,557,24,19,0
188,274,394,439,514,481,569,557,24,19,0
188,275,393,439,514,481,570,557,24,19,0
188,274,394,439,514,480,569,556,24,19,0
187,274,394,439,514,481,570,557,24,19,0
187,274,394,439,514,481,569,557,24,19,0
188,274,394,439,514,481,569,556,24,19,0
188,274,394,439,514,481,569,557,24,19,0
187,274,394,439,514,481,569,556,24,19,0
187,274,394,439,514,481,569,557,24,19,0
187,274,393,439,514,480,569,557,24,19,0
187,274,394,439,514,481,569,556,24,19,0
187,274,393,439,514,481,569,556,24,19,0
187,274,394,439,514,481,569,556,24,19,0
187,274,394,439,513,480,569,556,24,19,0
187,274,393,439,514,481,569,556,24,19,0
187,274,394,439,514,481,569,556,24,19,0
187,274,393,438,514,480,569,556,24,19,0
187,274,393,439,514,481,569,556,24,19,0
187,274,393,439,514,480,569,556,24,19,0
187,274,394,439,514,481,569,556,24,19,0
187,274,393,439,513,481,569,556,24,19,0
187,274,393,439,514,481,569,556,24,19,0
187,274,394,439,513,480,569,556,24,19,0
186,274,393,438,514,481,569,556,24,19,0
186,274,393,438,513,481,569,556,24,19,0
186,274,393,439,514,480,568,556,24,19,0
186,274,393,439,513,480,569,556,24,19,0
186,274,393,439,513,480,569,555,24,19,0
186,274,393,439,513,481,569,556,24,19,0
186,274,393,438,513,481,569,556,24,19,0
186,274,394,439,513,480,569,556,24,19,0
186,274,393,439,513,480,569,556,24,19,0
186,274,393,438,513,480,568,555,24,19,0
186,274,393,438,513,480,569,556,24,19,0
186,274,393,438,513,480,568,555,24,19,0
186,274,393,439,513,480,568,555,24,19,0
186,274,393,439,513,480,569,555,24,19,0
186,274,393,438,513,481,568,555,24,19,0
186,274,393,439,513,480,568,555,24,19,0
186,274,393,439,513,480,568,555,24,19,0
186,274,393,438,513,480,568,555,24,19,0
186,274,393,438,513,480,568,555,24,19,0
186,274,393,438,513,480,568,555,24,19,0
186,274,393,438,513,480,568,555,24,19,0
185,274,393,438,513,480,568,555,24,19,0
186,274,393,438,513,480,568,555,24,19,0
185,274,393,438,513,480,568,555,24,19,0
185,274,393,438,513,480,568,555,24,19,0
185,274,393,438,513,480,568,555,24,19,0
186,274,393,438,513,480,568,555,24,19,0
172,277,399,439,486,485,549,558,30,19.2,0
171,277,398,439,485,480,549,557,30,19.2,0
172,276,399,439,486,481,548,557,30,19.2,0
172,277,398,439,485,478,549,557,30,19.2,0
172,277,399,439,485,479,549,557,30,19.2,0
172,277,399,439,486,485,548,557,30,19.2,0
172,277,399,439,486,476,548,557,30,19.2,0
172,278,398,439,485,479,548,557,30,19.2,0
172,277,399,439,485,485,548,557,30,19.2,0
172,277,398,439,485,467,548,557,30,19.2,0
172,277,399,439,486,478,548,557,30,19.2,0
172,277,398,439,485,478,548,557,30,19.2,0
171,277,399,439,485,478,548,557,30,19.2,0
172,277,398,439,485,485,548,557,30,19.2,0
172,277,398,439,485,477,548,556,30,19.2,0
171,277,398,439,485,479,548,557,30,19.2,0
172,277,398,439,485,486,548,557,30,19.2,0
172,277,399,439,485,476,548,557,30,19.2,0
172,277,398,439,485,479,548,556,30,19.2,0
171,277,398,439,485,485,548,557,30,19.2,0
171,277,398,439,485,476,548,557,30,19.2,0
171,276,398,438,485,484,548,557,30,19.2,0
171,277,398,439,485,476,548,556,30,19.2,0
171,277,398,439,485,478,548,556,30,19.2,0
171,277,398,439,485,485,548,556,30,19.2,0
171,277,398,438,485,476,548,556,30,19.2,0
171,277,398,438,484,478,548,556,30,19.2,0
171,277,398,439,485,484,548,557,30,19.2,0
171,277,398,438,484,475,548,556,30,19.2,0
170,277,398,438,485,477,548,556,30,19.2,0
170,276,398,438,484,482,547,556,30,19.2,0
171,277,398,439,484,479,548,556,30,19.2,0
171,276,398,438,485,485,548,556,30,19.2,0
170,276,398,438,484,475,547,556,30,19.2,0
170,276,398,438,484,477,547,556,30,19.2,0
170,276,398,438,484,484,547,556,30,19.2,0
170,276,397,438,485,475,547,556,30,19.2,0
171,277,398,438,484,476,547,556,30,19.2,0
170,277,397,437,484,482,548,556,30,19.2,0
170,276,398,438,484,479,547,556,30,19.2,0
170,276,398,438,484,477,547,556,30,19.2,0
170,276,397,438,484,476,547,555,30,19.2,0
170,276,398,438,484,477,548,556,30,19.2,0
170,277,398,438,484,484,547,556,30,19.2,0
170,276,398,438,484,475,547,556,30,19.2,0
170,276,398,438,484,477,547,556,30,19.2,0
170,277,398,437,484,481,547,556,30,19.2,0
169,276,398,438,484,479,547,556,30,19.2,0
170,276,398,438,484,476,547,556,30,19.2,0
169,276,397,438,484,478,547,556,30,19.2,0
169,276,397,438,484,483,547,556,30,19.2,0
170,276,397,438,484,482,547,555,30,19.2,0
169,276,397,437,484,474,547,555,30,19.2,0
170,276,397,437,484,478,547,555,30,19.2,0
169,276,397,438,484,480,547,556,30,19.2,0
170,276,397,438,484,480,547,556,30,19.2,0
169,276,398,437,483,476,547,555,30,19.2,0
169,276,397,438,483,479,546,555,30,19.2,0
169,277,398,438,484,483,547,555,30,19.2,0
170,276,397,437,483,474,547,555,30,19.2,0
170,277,397,438,484,477,547,555,30,19.2,0
169,276,397,437,483,479,547,555,30,19.2,0
169,276,397,437,483,480,546,555,30,19.2,0
169,276,397,437,483,478,546,555,30,19.2,0
169,276,397,438,484,476,546,555,30,19.2,0
169,276,397,437,483,477,547,555,30,19.2,0
169,276,397,437,484,482,547,556,30,19.2,0
169,276,397,437,484,476,546,555,30,19.2,0
169,276,397,437,483,477,546,555,30,19.2,0
169,277,397,437,484,484,546,555,30,19.2,0
169,276,397,437,483,474,546,555,30,19.2,0
169,275,397,437,483,479,546,555,30,19.2,0
168,276,397,437,483,476,546,555,30,19.2,0
169,276,397,437,484,477,546,555,30,19.2,0
169,276,397,437,483,483,546,555,30,19.2,0
169,276,397,437,483,475,546,555,30,19.2,0
169,276,397,437,483,477,546,555,30,19.2,0
168,276,397,437,483,484,546,554,30,19.2,0
168,276,397,437,483,474,546,555,30,19.2,0
168,276,397,437,483,476,546,555,30,19.2,0
168,276,397,437,483,483,546,555,30,19.2,0
168,276,397,437,483,476,546,555,30,19.2,0
168,275,397,437,483,482,546,554,30,19.2,0
168,276,397,437,483,475,546,555,30,19.2,0
168,276,397,437,482,476,546,554,30,19.2,0
168,275,397,437,483,483,546,555,30,19.2,0
168,276,397,437,483,474,546,555,30,19.2,0
168,276,397,437,483,476,546,555,30,19.2,0
167,276,397,437,483,482,546,554,30,19.2,0
168,276,397,437,482,474,546,554,30,19.2,0
168,276,396,437,483,475,545,554,30,19.2,0
167,276,396,437,483,475,545,554,30,19.2,0
168,276,397,437,482,476,545,554,30,19.2,0
168,276,396,437,482,483,545,555,30,19.2,0
168,276,396,437,482,473,545,554,30,19.2,0
167,276,397,437,483,476,545,554,30,19.2,0
168,275,397,436,482,482,546,554,30,19.2,0
167,276,396,437,482,474,545,555,30,19.2,0
167,275,397,436,482,475,545,554,30,19.2,0
168,276,397,436,482,479,545,554,30,19.2,0
